event_name,commonName,version,catalog.shortName,GPS,reference,jsonurl,mass_1_source,mass_1_source_lower,mass_1_source_upper,mass_1_source_unit,mass_2_source,mass_2_source_lower,mass_2_source_upper,mass_2_source_unit,network_matched_filter_snr,network_matched_filter_snr_lower,network_matched_filter_snr_upper,network_matched_filter_snr_unit,luminosity_distance,luminosity_distance_lower,luminosity_distance_upper,luminosity_distance_unit,chi_eff,chi_eff_lower,chi_eff_upper,chi_eff_unit,total_mass_source,total_mass_source_lower,total_mass_source_upper,total_mass_source_unit,chirp_mass_source,chirp_mass_source_lower,chirp_mass_source_upper,chirp_mass_source_unit,chirp_mass,chirp_mass_lower,chirp_mass_upper,chirp_mass_unit,redshift,redshift_lower,redshift_upper,redshift_unit,far,far_lower,far_upper,far_unit,p_astro,p_astro_lower,p_astro_upper,p_astro_unit,final_mass_source,final_mass_source_lower,final_mass_source_upper,final_mass_source_unit
170412-v1,170412,1,GWTC-1-marginal,1176047817.0,https://doi.org/10.7935/82H3-HH23,https://gwosc.org/eventapi/json/GWTC-1-marginal/170412/v1,,,,,,,,,9.7,,,,,,,,,,,,,,,,,,,,4.36,,,M_sun,,,,,8.22,,,yr^-1,,,,,,,,
170405-v1,170405,1,GWTC-1-marginal,1175425510.7,https://doi.org/10.7935/82H3-HH23,https://gwosc.org/eventapi/json/GWTC-1-marginal/170405/v1,,,,,,,,,9.3,,,,,,,,,,,,,,,,,,,,1.44,,,M_sun,,,,,4.55,,,yr^-1,,,,,,,,
170219-v1,170219,1,GWTC-1-marginal,1171548267.0,https://doi.org/10.7935/82H3-HH23,https://gwosc.org/eventapi/json/GWTC-1-marginal/170219/v1,,,,,,,,,9.6,,,,,,,,,,,,,,,,,,,,1.53,,,M_sun,,,,,6.26,,,yr^-1,,,,,,,,
170208-v1,170208,1,GWTC-1-marginal,1170585583.8,https://doi.org/10.7935/82H3-HH23,https://gwosc.org/eventapi/json/GWTC-1-marginal/170208/v1,,,,,,,,,10.0,,,,,,,,,,,,,,,,,,,,7.39,,,M_sun,,,,,11.18,,,yr^-1,,,,,,,,
GW170104-v1,GW170104,1,O1_O2-Preliminary,1167559936.6,https://doi.org/10.7935/K53X84K2,https://gwosc.org/eventapi/json/O1_O2-Preliminary/GW170104/v1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GW170104-v2,GW170104,2,GWTC-1-confident,1167559936.6,https://doi.org/10.7935/82H3-HH23,https://gwosc.org/eventapi/json/GWTC-1-confident/GW170104/v2,30.8,-5.6,7.3,M_sun,20.0,-4.6,4.9,M_sun,13.0,,,,990.0,-430.0,440.0,Mpc,-0.04,-0.21,0.17,,,,,,21.4,-1.8,2.2,M_sun,,,,,0.2,-0.08,0.08,,1e-07,,,yr^-1,1.0,,,,48.9,-4.0,5.1,M_sun
GW170104-v3,GW170104,3,GWTC-2.1-confident,1167559936.6,https://doi.org/10.7935/qf3a-3z67,https://gwosc.org/eventapi/json/GWTC-2.1-confident/GW170104/v3,28.7,-4.2,6.6,M_sun,20.8,-4.7,4.1,M_sun,13.8,-0.3,0.2,,1110.0,-480.0,390.0,Mpc,-0.04,-0.19,0.15,,49.6,-3.6,4.7,M_sun,21.1,-1.5,2.0,M_sun,,,,,0.22,-0.09,0.07,,,,,,,,,,47.5,-3.4,4.5,M_sun
161217-v1,161217,1,GWTC-1-marginal,1165994201.4,https://doi.org/10.7935/82H3-HH23,https://gwosc.org/eventapi/json/GWTC-1-marginal/161217/v1,,,,,,,,,10.7,,,,,,,,,,,,,,,,,,,,7.86,,,M_sun,,,,,10.12,,,yr^-1,,,,,,,,
161202-v1,161202,1,GWTC-1-marginal,1164686041.9,https://doi.org/10.7935/82H3-HH23,https://gwosc.org/eventapi/json/GWTC-1-marginal/161202/v1,,,,,,,,,10.5,,,,,,,,,,,,,,,,,,,,1.54,,,M_sun,,,,,6.0,,,yr^-1,,,,,,,,
GW151226-v1,GW151226,1,O1_O2-Preliminary,1135136350.6,https://doi.org/10.7935/K5H41PBP,https://gwosc.org/eventapi/json/O1_O2-Preliminary/GW151226/v1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GW151226-v2,GW151226,2,GWTC-1-confident,1135136350.6,https://doi.org/10.7935/82H3-HH23,https://gwosc.org/eventapi/json/GWTC-1-confident/GW151226/v2,13.7,-3.2,8.8,M_sun,7.7,-2.5,2.2,M_sun,13.1,,,,450.0,-190.0,180.0,Mpc,0.18,-0.12,0.2,,,,,,8.9,-0.3,0.3,M_sun,,,,,0.09,-0.04,0.04,,1e-07,,,yr^-1,1.0,,,,20.5,-1.5,6.4,M_sun
GW151226-v3,GW151226,3,GWTC-2.1-confident,1135136350.6,https://doi.org/10.7935/qf3a-3z67,https://gwosc.org/eventapi/json/GWTC-2.1-confident/GW151226/v3,14.2,-3.6,11.1,M_sun,7.5,-2.8,2.4,M_sun,12.7,-0.4,0.3,,460.0,-200.0,160.0,Mpc,0.2,-0.08,0.23,,21.7,-1.6,8.3,M_sun,8.9,-0.3,0.3,M_sun,,,,,0.1,-0.04,0.03,,,,,,,,,,20.7,-1.6,8.6,M_sun
151116-v1,151116,1,GWTC-1-marginal,1131748925.7,https://doi.org/10.7935/82H3-HH23,https://gwosc.org/eventapi/json/GWTC-1-marginal/151116/v1,,,,,,,,,9.0,,,,,,,,,,,,,,,,,,,,1.24,,,M_sun,,,,,4.77,,,yr^-1,,,,,,,,
GW151012-v1,GW151012,1,O1_O2-Preliminary,1128678900.4,https://doi.org/10.7935/K5CC0XMZ,https://gwosc.org/eventapi/json/O1_O2-Preliminary/GW151012/v1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GW151012-v2,GW151012,2,O1_O2-Preliminary,1128678900.4,https://doi.org/10.7935/K5CC0XMZ,https://gwosc.org/eventapi/json/O1_O2-Preliminary/GW151012/v2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GW151012-v3,GW151012,3,GWTC-1-confident,1128678900.4,https://doi.org/10.7935/82H3-HH23,https://gwosc.org/eventapi/json/GWTC-1-confident/GW151012/v3,23.2,-5.5,14.9,M_sun,13.6,-4.8,4.1,M_sun,10.0,,,,1080.0,-490.0,550.0,Mpc,0.05,-0.2,0.31,,,,,,15.2,-1.2,2.1,M_sun,,,,,0.21,-0.09,0.09,,0.00792,,,yr^-1,1.0,,,,35.6,-3.8,10.8,M_sun
GW151012-v4,GW151012,4,GWTC-2.1-confident,1128678900.4,https://doi.org/10.7935/qf3a-3z67,https://gwosc.org/eventapi/json/GWTC-2.1-confident/GW151012/v4,24.8,-6.3,14.5,M_sun,13.6,-4.9,4.5,M_sun,9.3,-0.5,0.3,,1000.0,-490.0,640.0,Mpc,0.12,-0.21,0.28,,38.8,-4.7,10.3,M_sun,15.6,-1.5,2.3,M_sun,,,,,0.2,-0.09,0.11,,,,,,,,,,37.1,-4.6,10.6,M_sun
151012.2-v1,151012.2,1,GWTC-1-marginal,1128666662.2,https://doi.org/10.7935/82H3-HH23,https://gwosc.org/eventapi/json/GWTC-1-marginal/151012.2/v1,,,,,,,,,9.6,,,,,,,,,,,,,,,,,,,,2.01,,,M_sun,,,,,8.56,,,yr^-1,,,,,,,,
151008-v1,151008,1,GWTC-1-marginal,1128348574.5,https://doi.org/10.7935/82H3-HH23,https://gwosc.org/eventapi/json/GWTC-1-marginal/151008/v1,,,,,,,,,8.8,,,,,,,,,,,,,,,,,,,,5.12,,,M_sun,,,,,10.17,,,yr^-1,,,,,,,,
GW150914-v1,GW150914,1,O1_O2-Preliminary,1126259462.4,https://doi.org/10.7935/K5MW2F23,https://gwosc.org/eventapi/json/O1_O2-Preliminary/GW150914/v1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GW150914-v2,GW150914,2,O1_O2-Preliminary,1126259462.4,https://doi.org/10.7935/K5MW2F23,https://gwosc.org/eventapi/json/O1_O2-Preliminary/GW150914/v2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GW150914-v3,GW150914,3,GWTC-1-confident,1126259462.4,https://doi.org/10.7935/82H3-HH23,https://gwosc.org/eventapi/json/GWTC-1-confident/GW150914/v3,35.6,-3.1,4.7,M_sun,30.6,-4.4,3.0,M_sun,25.2,,,,440.0,-170.0,150.0,Mpc,-0.01,-0.13,0.12,,,,,,28.6,-1.5,1.7,M_sun,,,,,0.09,-0.03,0.03,,1e-07,,,yr^-1,1.0,,,,63.1,-3.0,3.4,M_sun
GW150914-v4,GW150914,4,GWTC-2.1-confident,1126259462.4,https://doi.org/10.7935/qf3a-3z67,https://gwosc.org/eventapi/json/GWTC-2.1-confident/GW150914/v4,34.6,-2.6,4.4,M_sun,30.0,-4.6,2.9,M_sun,26.0,-0.2,0.1,,470.0,-160.0,140.0,Mpc,-0.04,-0.14,0.12,,64.5,-3.2,3.7,M_sun,27.9,-1.5,1.7,M_sun,,,,,0.1,-0.03,0.03,,,,,,,,,,61.5,-2.9,3.4,M_sun
blind_injection-v1,blind_injection,1,Initial_LIGO_Virgo,968654557.9,https://www.ligo.org/scientists/GW100916/index.php,https://gwosc.org/eventapi/json/Initial_LIGO_Virgo/blind_injection/v1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GRB051103-v1,GRB051103,1,Initial_LIGO_Virgo,815043278.0,https://www.ligo.org/scientists/GRB051103/index.php,https://gwosc.org/eventapi/json/Initial_LIGO_Virgo/GRB051103/v1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
